UPC,avaliacao,categoria,data,disponivel,nome,preco,quantidade,url
e00eb4fd7b871a48,4.0,Mystery,2019-11-17T17:47:13.473139,True,Sharp Objects,47.82,20,http://books.toscrape.com/catalogue/sharp-objects_997/index.html
6957f44c3847a760,1.0,Fiction,2019-11-17T17:47:14.046401,True,Soumission,50.1,20,http://books.toscrape.com/catalogue/soumission_998/index.html
90fa61229261140a,1.0,Historical Fiction,2019-11-17T17:47:14.677156,True,Tipping the Velvet,53.74,20,http://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html
a22124811bfa8350,2.0,Travel,2019-11-17T17:47:15.790040,True,It's Only the Himalayas,45.17,19,http://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html
a18a4f574854aced,2.0,Politics,2019-11-17T17:47:16.262418,True,Libertarianism for Beginners,51.33,19,http://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
e30f54cea9b38190,1.0,Science Fiction,2019-11-17T17:47:16.702979,True,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,19,http://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
feb7cc7701ecf901,1.0,Poetry,2019-11-17T17:47:17.142782,True,Olio,23.88,19,http://books.toscrape.com/catalogue/olio_984/index.html
deda3e61b9514b83,3.0,Music,2019-11-17T17:47:17.438474,True,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,19,http://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
23356462d1320d61,1.0,Thriller,2019-11-17T17:47:17.774585,True,In Her Wake,12.84,19,http://books.toscrape.com/catalogue/in-her-wake_980/index.html
9f6568e9c95f60b0,1.0,Childrens,2019-11-17T17:47:18.162380,True,The Bear and the Piano,36.89,18,http://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html
5dada2b7be26bd03,5.0,Thriller,2019-11-17T17:47:18.564981,True,The Elephant Tree,23.82,18,http://books.toscrape.com/catalogue/the-elephant-tree_968/index.html
3c039985229453bf,3.0,Nonfiction,2019-11-17T17:47:18.807878,True,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,18,http://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html
6258a1f6a6dcfe50,5.0,Spirituality,2019-11-17T17:47:19.118344,True,The Four Agreements: A Practical Guide to Personal Freedom,17.66,18,http://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html
ccd9ffa25efabdea,4.0,Art,2019-11-17T17:47:19.590957,True,Wall and Piece,44.18,18,http://books.toscrape.com/catalogue/wall-and-piece_971/index.html
4c28def39d850cdf,5.0,Nonfiction,2019-11-17T17:47:20.492265,True,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,18,http://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html
904208d6aa64b655,3.0,Default,2019-11-17T17:47:20.774135,True,Aladdin and His Wonderful Lamp,53.13,19,http://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html
9528d0948525bf5f,3.0,Childrens,2019-11-17T17:47:22.566574,True,Birdsong: A Story in Pictures,54.64,19,http://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html
c7d160c2c0de586f,3.0,Default,2019-11-17T17:47:23.117228,True,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,19,http://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html
55f9da0c5eea2e10,2.0,Poetry,2019-11-17T17:47:24.221077,True,You can't bury them all: Poems,33.63,17,http://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html
be5cc846f45496fb,4.0,Thriller,2019-11-17T17:47:24.538637,True,Behind Closed Doors,52.22,18,http://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
19ed25f4641d5efd,1.0,Mystery,2019-11-17T17:47:25.062723,True,"In a Dark, Dark Wood",19.63,18,http://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html
094b269567e1c300,2.0,Default,2019-11-17T17:47:25.477004,True,Maude (1883-1993):She Grew Up with the country,18.02,18,http://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html
668fe56b17cfcd4f,3.0,Default,2019-11-17T17:47:25.880137,True,Penny Maybe,33.29,18,http://books.toscrape.com/catalogue/penny-maybe_965/index.html
6be3beb0793a53e7,5.0,Philosophy,2019-11-17T17:47:26.233929,True,Sophie's World,15.94,18,http://books.toscrape.com/catalogue/sophies-world_966/index.html
00bfed9e18bb36f3,5.0,Romance,2019-11-17T17:47:26.660703,True,Black Dust,34.53,19,http://books.toscrape.com/catalogue/black-dust_976/index.html
c2e46a2ee3b4a322,5.0,Romance,2019-11-17T17:47:27.103412,True,Chase Me (Paris Nights #2),25.27,19,http://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html
5674a18a29a43ced,3.0,Food and Drink,2019-11-17T17:47:27.494972,True,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,19,http://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html
327f68a59745c102,2.0,Music,2019-11-17T17:47:27.910777,True,How Music Works,37.32,19,http://books.toscrape.com/catalogue/how-music-works_979/index.html
c8f7f0cb1abb9cac,2.0,Nonfiction,2019-11-17T17:47:28.194446,True,Reasons to Stay Alive,26.41,17,http://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html
b4fd5943413e089a,3.0,Poetry,2019-11-17T17:47:28.659886,True,Slow States of Collapse: Poems,57.31,17,http://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html
9a9d6e9bc555731e,1.0,History,2019-11-17T17:47:29.138077,True,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,16,http://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html
7ae099f3898e0209,3.0,Fantasy,2019-11-17T17:47:29.540294,True,Unicorn Tracks,18.78,16,http://books.toscrape.com/catalogue/unicorn-tracks_951/index.html
d170b5a0da46380e,4.0,Nonfiction,2019-11-17T17:47:29.872373,True,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,16,http://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html
cedf82b5086e4691,3.0,Young Adult,2019-11-17T17:47:30.623824,True,The Natural History of Us (The Fine Art of Pretending #2),45.22,16,http://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
5ee94540d0749ea0,4.0,Mystery,2019-11-17T17:47:31.207762,True,The Past Never Ends,56.5,16,http://books.toscrape.com/catalogue/the-past-never-ends_942/index.html
142d767a56a9254d,1.0,Food and Drink,2019-11-17T17:47:31.777960,True,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,16,http://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html
b5ea0b5dabed25a8,1.0,Childrens,2019-11-17T17:47:32.389463,True,The Secret of Dreadwillow Carse,56.13,16,http://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html
4eed62cf5f8d8edf,1.0,Add a comment,2019-11-17T17:47:32.922983,True,The Torch Is Passed: A Harding Family Story,19.09,16,http://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html
709822d0b5bcb7f4,5.0,Fiction,2019-11-17T17:47:33.520958,True,Thirst,17.27,16,http://books.toscrape.com/catalogue/thirst_946/index.html
51653ef291ab7ddc,4.0,Sequential Art,2019-11-17T17:47:34.189661,True,This One Summer,19.49,16,http://books.toscrape.com/catalogue/this-one-summer_947/index.html
7858914fad68493c,3.0,Nonfiction,2019-11-17T17:47:34.671358,True,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,16,http://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html
09555be379ad9253,1.0,Sequential Art,2019-11-17T17:47:35.047963,True,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),16.28,16,http://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html
657fe5ead67a7767,4.0,Poetry,2019-11-17T17:47:35.490154,True,Untitled Collection: Sabbath Poems 2014,14.27,16,http://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html
8d455c7539795d2a,5.0,Fiction,2019-11-17T17:47:35.833298,True,"We Love You, Charlie Freeman",50.27,16,http://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html
3ecb690d1542c568,1.0,Contemporary,2019-11-17T17:47:36.436321,True,When We Collided,31.77,16,http://books.toscrape.com/catalogue/when-we-collided_955/index.html
acddfeab2a407640,2.0,New Adult,2019-11-17T17:47:36.748769,True,Without Borders (Wanderlove #1),45.07,16,http://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html
c27f6e1f185b0383,5.0,Nonfiction,2019-11-17T17:47:37.293932,True,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,17,http://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html
b12b89017878a60d,5.0,Fiction,2019-11-17T17:47:37.875894,True,Private Paris (Private #10),47.61,17,http://books.toscrape.com/catalogue/private-paris-private-10_958/index.html
c82a3e358c773c73,3.0,Sequential Art,2019-11-17T17:47:39.263058,True,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.4,16,http://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html
d7310206583a54b6,2.0,Nonfiction,2019-11-17T17:47:39.817250,True,Reskilling America: Learning to Labor in the Twenty-First Century,19.83,16,http://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
53a3d11bb568cc8b,2.0,Sequential Art,2019-11-17T17:47:40.579720,True,"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,16,http://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html
c849f0b2f5d6a742,3.0,Fantasy,2019-11-17T17:47:41.221822,True,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,16,http://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
e6af5bf1163c1151,2.0,Default,2019-11-17T17:47:42.293901,True,Soul Reader,39.58,16,http://books.toscrape.com/catalogue/soul-reader_926/index.html
87b0615b6e1f4d7b,4.0,Nonfiction,2019-11-17T17:47:43.093130,True,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,16,http://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
7d6d2a6c0276f81b,5.0,Spirituality,2019-11-17T17:47:43.204600,True,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,16,http://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
6f78a0d744c35456,2.0,Horror,2019-11-17T17:47:43.227587,True,Security,39.25,16,http://books.toscrape.com/catalogue/security_925/index.html
a3d2a4250807f1e9,1.0,History,2019-11-17T17:47:43.576244,True,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,16,http://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html
80cfab6bcff3a244,3.0,Add a comment,2019-11-17T17:47:44.171418,True,The Art Forger,40.76,16,http://books.toscrape.com/catalogue/the-art-forger_930/index.html
43c6a960757cf559,3.0,Health,2019-11-17T17:47:45.036763,True,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,16,http://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html
bd261725b99f5983,4.0,Philosophy,2019-11-17T17:47:45.196578,True,The Death of Humanity: and the Case for Life,58.11,16,http://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html
a30b270e25489e5c,1.0,Nonfiction,2019-11-17T17:47:45.719303,True,The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,16,http://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html
acd86a5426e21ca0,1.0,Nonfiction,2019-11-17T17:47:46.130731,True,The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,16,http://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html
8c9e6bf2467d740d,5.0,Default,2019-11-17T17:47:46.425552,True,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,16,http://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html
b136b1b180ca753a,4.0,Nonfiction,2019-11-17T17:47:47.253825,True,In the Country We Love: My Family Divided,22.0,16,http://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
18ad3ed896c7ce05,5.0,Science Fiction,2019-11-17T17:47:47.841188,True,Join,35.67,16,http://books.toscrape.com/catalogue/join_902/index.html
228f74b74f3a08ae,2.0,Add a comment,2019-11-17T17:47:48.177339,True,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,16,http://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
7b75cc7f223791f4,1.0,Food and Drink,2019-11-17T17:47:48.735241,True,"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,16,http://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
57e5a4d515c8ce44,2.0,Sequential Art,2019-11-17T17:47:49.184374,True,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,16,http://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html
b6ee99bcf06fc91f,3.0,Sequential Art,2019-11-17T17:47:49.497044,True,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,16,http://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html
460089f796fb3f82,2.0,Sequential Art,2019-11-17T17:47:49.930358,True,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,16,http://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html
72f9d5be3472d34e,4.0,Food and Drink,2019-11-17T17:47:50.515322,True,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,16,http://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
fa9610a50a1bf149,2.0,Fantasy,2019-11-17T17:47:50.957548,True,Masks and Shadows,56.4,16,http://books.toscrape.com/catalogue/masks-and-shadows_909/index.html
784bc2279baa878d,2.0,Food and Drink,2019-11-17T17:47:51.542210,True,My Paris Kitchen: Recipes and Stories,33.37,16,http://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html
3c346ab1e76ae1f6,2.0,Young Adult,2019-11-17T17:47:51.925714,True,Obsidian (Lux #1),14.86,16,http://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html
b757c0c361e689ce,3.0,Add a comment,2019-11-17T17:47:52.299754,True,On a Midnight Clear,14.07,16,http://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html
9ffa38d3b832433a,1.0,Self Help,2019-11-17T17:47:52.671900,True,Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,16,http://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html
11809b1d323b3057,1.0,Sequential Art,2019-11-17T17:47:53.143989,True,orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,16,http://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html
889139b8e9c4cb36,4.0,Sequential Art,2019-11-17T17:47:53.530072,True,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",15.44,16,http://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html
6d5300b2d8f37e07,2.0,Fantasy,2019-11-17T17:47:54.424923,True,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,16,http://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
bdf415fd484ea8a7,2.0,Sequential Art,2019-11-17T17:47:54.704470,True,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,16,http://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html
74baabfc8fd84b38,2.0,Default,2019-11-17T17:47:55.115133,True,Bossypants,49.46,16,http://books.toscrape.com/catalogue/bossypants_883/index.html
5ceb951f629700a2,3.0,Young Adult,2019-11-17T17:47:55.611317,True,Burning,28.81,16,http://books.toscrape.com/catalogue/burning_884/index.html
bee3672891cca906,5.0,Nonfiction,2019-11-17T17:47:55.835629,True,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,16,http://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
7b599c8bfcdd8d30,4.0,Sequential Art,2019-11-17T17:47:56.285550,True,Camp Midnight,17.08,16,http://books.toscrape.com/catalogue/camp-midnight_886/index.html
8754c83ab2a7ae71,4.0,Sequential Art,2019-11-17T17:47:56.493243,True,"Codename Baboushka, Volume 1: The Conclave of Death",36.72,16,http://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html
7267864328ae8b9d,3.0,Fantasy,2019-11-17T17:47:56.955129,True,Crown of Midnight (Throne of Glass #2),43.29,16,http://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
09b6cc87e62c2c58,4.0,Sequential Art,2019-11-17T17:47:57.341276,True,Danganronpa Volume 1,51.99,16,http://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html
fce19f9b4a943f22,2.0,Religion,2019-11-17T17:47:57.708992,True,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,16,http://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html
311c0dd0e354a33e,2.0,Nonfiction,2019-11-17T17:47:58.034287,True,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,16,http://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html
7add3f8e49ec0826,1.0,Romance,2019-11-17T17:47:58.447618,True,Fifty Shades Darker (Fifty Shades #2),21.96,16,http://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html
9e28048cea8d41f7,4.0,Romance,2019-11-17T17:47:58.714859,True,First and First (Five Boroughs #3),15.97,16,http://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html
9beb96a2300109d7,3.0,Historical Fiction,2019-11-17T17:47:59.076122,True,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,29.69,16,http://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html
f2df3bb043a8abb0,2.0,Sequential Art,2019-11-17T17:47:59.337691,True,"Giant Days, Vol. 2 (Giant Days #5-8)",22.11,16,http://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html
f5a92cff83897d48,4.0,Philosophy,2019-11-17T17:48:00.207092,True,The Stranger,17.44,15,http://books.toscrape.com/catalogue/the-stranger_861/index.html
3bebf34ee9330cbd,5.0,Business,2019-11-17T17:48:00.660534,True,The Third Wave: An Entrepreneur’s Vision of the Future,12.61,15,http://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
fd3a622648667296,4.0,Fiction,2019-11-17T17:48:01.019555,True,The Vacationers,42.15,15,http://books.toscrape.com/catalogue/the-vacationers_863/index.html
623e1a180426039b,1.0,Romance,2019-11-17T17:48:01.475654,True,The Wedding Dress,24.12,15,http://books.toscrape.com/catalogue/the-wedding-dress_864/index.html
37c0cb19713d8dda,4.0,Childrens,2019-11-17T17:48:01.843765,True,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.08,15,http://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
bc2a85fd35fdc7bd,1.0,Default,2019-11-17T17:48:02.183419,True,Thirteen Reasons Why,52.72,15,http://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
de3f25248ba0789f,1.0,History,2019-11-17T17:48:02.660774,True,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,15,http://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html
590a9cccf7db9f7d,3.0,Fantasy,2019-11-17T17:48:03.005592,True,Throne of Glass (Throne of Glass #1),35.07,15,http://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
d7d6d50c1e3d0b81,3.0,Default,2019-11-17T17:48:03.514393,True,Tracing Numbers on a Train,41.6,15,http://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html
b8736690cf263a3c,2.0,Fiction,2019-11-17T17:48:03.900338,True,Tuesday Nights in 1980,21.04,15,http://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html
9270575728a13a61,4.0,Science Fiction,2019-11-17T17:48:04.257767,True,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,15,http://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
796c87ddbbaaf8c5,4.0,Religion,2019-11-17T17:48:04.591767,True,You Are What You Love: The Spiritual Power of Habit,21.87,15,http://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html
e4ac92d89b946781,5.0,Christian,2019-11-17T17:48:04.970443,True,(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,16,http://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
01d2001ac1e6f8a3,1.0,Fantasy,2019-11-17T17:48:05.250995,True,A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,16,http://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
842790dfaa937484,4.0,Young Adult,2019-11-17T17:48:05.544551,True,A Fierce and Subtle Poison,28.13,16,http://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html
96a38e7c813d8f1d,1.0,Food and Drink,2019-11-17T17:48:06.530016,True,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,15,http://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
d6670dfe3e7b42bd,2.0,Default,2019-11-17T17:48:07.064774,True,The Emerald Mystery,23.15,15,http://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
42d0d7c92b75fc1c,1.0,Nonfiction,2019-11-17T17:48:07.570871,True,The Genius of Birds,17.24,15,http://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html
e956d67c9bcc5809,2.0,Default,2019-11-17T17:48:07.958655,True,The Girl on the Train,55.02,15,http://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
2dbb7ec08cdd7f3c,1.0,Fantasy,2019-11-17T17:48:08.396796,True,The Glittering Court (The Glittering Court #1),44.28,15,http://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
9287e238d7c3b06e,1.0,Historical Fiction,2019-11-17T17:48:08.802841,True,The House by the Lake,36.95,15,http://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html
eac1a180047ad54e,4.0,Default,2019-11-17T17:48:09.195214,True,The Kite Runner,41.82,15,http://books.toscrape.com/catalogue/the-kite-runner_847/index.html
